trait,runNum,Tmax,Precip,Ca,Ccwd,Cdoc1,Cdoc2,Cl,Cr,Cs1,Cs2,Cs3,Cs4,Cw,Cwmin,Ds1,Ds3,Ds4,GPP,LCE/NEE,LCT1,LCT2,Ls1,Ls3,NEE,NPP,Q1,Q2,Ra,Rhdoc,Rhdoc2,Rr,Rs1,Rs3,SumD,SumLdoc,SumRSoil,T,W1,W2
12,44,24,100,1005229.258,10.58867209,3.653604639,0.949997062,58.25342466,632.0335846,2.214474913,72.45820428,141.2767238,1604.159756,7729.723964,7711.878304,299.064837,72.19240588,58.55183108,1110.673386,-1.061443376,16.90358259,2.387282942,119.6259348,0.007219241,-18.17418241,537.066397,43.01235159,14.05902923,562.0895641,91.24642684,19.61682447,0,146.4579023,13.72650669,57.07138081,19.29086554,518.8922146,42.92461919,8.802221985,6.63027581
12,45,24,125,1615232.56,13.99899134,4.108185099,1.150502593,58.25342466,835.3953087,2.776910041,91.66233409,174.4249588,1918.081427,10219.25155,10199.02886,375.0217011,89.13115394,70.00997208,1298.513785,-1.042797592,29.01783666,3.335898791,150.0086804,0.008913115,-31.02590159,676.0894283,58.34701445,18.55400576,607.2436594,106.108497,24.84980268,0,183.9457248,19.14716629,76.90102021,32.35373545,645.0635267,48.10097979,8.87186515,7.470499789
12,46,24,150,1895310.209,15.48670224,4.233308661,1.206553746,58.25342466,923.7109303,3.021161587,100.0096437,188.6683685,2049.224095,11305.27147,11283.42173,408.0078723,96.4095363,74.79667947,1380.237417,-1.041169468,36.36930294,3.727423503,163.2031489,0.009640954,-38.5112392,736.4644331,79.74547508,21.15743766,626.9470906,111.7100911,26.04725513,0,200.2230714,21.61376901,100.9029127,40.09672644,697.9531939,49.10008726,8.871682322,7.796000533
12,47,24,175,2445356.966,19.26503948,4.705624407,1.614107592,58.25342466,1149.711328,3.646182592,121.338004,223.7005587,2344.979295,14063.46317,14038.1742,492.4169591,114.3109855,85.59174426,1588.910057,-1.033828589,48.12808591,5.710222571,196.9667836,0.011431099,-52.07662956,890.956777,93.32107256,27.87229466,676.9825027,126.0720793,34.76159024,0,241.8015515,28.66416024,121.1933672,53.83830848,838.8801474,53.80263279,8.940854794,8.796428967
12,48,24,200,2792474.47,20.79495773,4.871408269,1.547190829,58.25342466,1240.572272,3.897494996,129.9257306,238.8716471,2494.132975,15180.29486,15154.72937,526.3566992,122.0634116,91.03585361,1672.851149,-1.032081582,59.35522771,5.541947946,210.5426797,0.012206341,-62.87988934,953.0765663,117.3701799,28.90529924,697.2319654,130.9012052,33.82875075,0,259.0099329,30.94670128,146.2754792,64.89717565,890.1966769,53.72652083,8.943934162,8.945100562
12,49,24,225,3376486.609,24.18636645,5.136950111,1.758998616,58.25342466,1443.083414,4.457560147,149.0438959,269.7017379,2707.64152,17656.02242,17627.37404,601.9934978,137.8175881,98.82891548,1859.923036,-1.028038448,74.87732293,6.75061997,240.7973991,0.013781759,-79.40164404,1091.513666,133.1052996,34.78827516,742.1433292,140.9246479,40.09289302,0,296.6568285,38.8624579,167.8935748,81.6279429,1012.112022,57.10142522,9.001364212,9.765517145
12,50,24,250,3927986.092,27.03875079,5.35061021,1.911029017,58.25342466,1612.523901,4.926179836,165.0568555,298.3243261,2942.67609,19738.24755,19706.84631,665.2805869,152.4437306,107.4076773,2016.659129,-1.025766334,91.63460577,7.518777409,266.1122348,0.015244373,-96.66273873,1207.348531,154.2011757,37.0868201,779.9177567,147.6619922,43.50054084,0,327.2143003,44.86803678,191.2879958,99.15338318,1110.685792,58.71100425,9.017785596,10.08038632
12,53,27,75,406275.9018,4.441207748,2.187423664,0.451258932,59.03013699,265.2302733,1.215337341,38.24392048,73.19884185,850.395052,3242.081139,3229.042283,164.1313079,37.40460818,31.0394194,872.4753879,-1.150152756,6.463987081,0.880125985,65.65252316,0.003740461,-6.385337104,289.760765,30.08368576,9.041313712,577.020835,55.19598829,8.89140289,0,82.75631216,6.568419173,39.12499947,7.344113066,283.3754279,35.87400053,8.709967618,5.463240394
12,54,27,100,790394.7086,8.077470217,2.84479251,0.712910891,59.03013699,482.1685983,1.805624251,58.46244257,106.0126331,1175.80471,5896.54864,5880.948771,243.8495551,54.1724555,42.9168719,1079.575711,-1.083270465,13.24509551,1.823274849,97.53982204,0.005417246,-13.91007218,435.8823809,43.94429533,13.35709182,633.4012561,76.18792056,14.97091888,0,122.5654169,11.3922128,57.30138715,15.06837036,421.9723088,42.69961285,8.794472842,6.492883065
12,55,27,125,1135564.651,10.3972851,3.150549944,0.846495056,59.03013699,620.381143,2.183534573,71.3975521,126.7139563,1359.262563,7590.007765,7572.126403,294.8863441,64.75083165,49.61308355,1212.042267,-1.06497279,20.22176927,2.586508032,117.9545376,0.006475083,-21.41677,529.3907433,61.1658785,17.5879735,669.3754048,87.78620555,17.99817886,0,148.0165318,15.23632436,78.753852,22.80827731,507.9739733,46.248148,8.824823612,7.234899042
12,56,27,150,1718945.986,13.55198108,3.537526517,0.946595745,59.03013699,808.8306307,2.703620082,89.15696569,154.389337,1611.287408,9892.936305,9872.346118,365.123892,78.89295122,58.8119904,1393.567745,-1.046413463,33.02008629,2.911190051,146.0495568,0.007889295,-34.33755166,657.9696148,79.37009896,19.84135668,718.2930174,101.5643213,21.77705494,0,183.8115069,20.13201345,99.21145564,35.93127634,623.6320631,50.78754436,8.876580698,7.643704386
12,57,27,175,2009181.032,16.97842199,4.108762911,1.299836362,59.03013699,1013.155045,3.268739033,108.4525631,184.9466014,1861.059718,12394.2327,12371.39472,441.4432063,94.50771334,67.9286797,1590.71984,-1.043097007,39.28061391,4.638774079,176.5772825,0.009450771,-42.10479724,797.6556578,93.47808152,26.53433542,771.421265,119.3625788,29.30546077,0,221.9134299,26.58009393,120.0124169,43.91938799,755.5508605,54.99158306,8.949802309,8.606129809
12,58,27,200,2523717.073,18.65125772,4.057571429,1.33578945,59.03013699,1112.431869,3.543340964,117.8373877,199.8868718,1987.354909,13615.39215,13591.65494,478.5281971,102.1421915,72.53845418,1686.600577,-1.036994583,53.40016539,4.849699733,191.4112789,0.010214219,-56.17181234,865.5322434,116.6071356,27.62258778,797.353845,120.3401911,30.31531151,0,240.4197559,29.5800434,144.2297234,58.24986512,809.3604311,55.77627661,8.945780754,8.783916134
12,59,27,225,2941317.843,21.27221756,4.27373167,1.395772636,59.03013699,1269.338413,3.97730145,132.6433022,222.2365705,2157.486564,15528.6989,15502.20757,537.1345609,113.5628875,78.74825957,1837.937506,-1.033070078,65.79822855,5.28770254,214.8538243,0.011356289,-68.81036688,972.7974784,135.9021525,31.51289811,838.0026936,130.5314085,32.92717744,0,270.4373656,34.7587141,167.4150506,71.08593109,903.9871115,57.58694941,8.978132892,9.313941424
12,60,27,250,3251995.796,23.4476125,4.418904522,1.609260372,59.03013699,1398.867336,4.335559496,144.8793264,236.9861422,2213.732782,17116.73051,17088.18365,585.5173099,121.0999187,80.80124656,1963.051365,-1.031959923,75.14772377,6.516818135,234.206924,0.012109992,-79.1353812,1061.351901,154.9418237,36.65122004,871.7398112,136.7488187,37.34280888,0,295.8850968,40.22201707,191.5930438,81.6645419,982.2165198,58.40795622,9.010158496,10.02048382
14,1,12,25,160838.454,2.60592172,2.829333515,0.387221499,48.41506849,155.5096526,0.897158142,27.4842484,125.4157868,1661.944814,1902.3206,1890.596007,121.1612071,64.08746707,60.6609857,410.1586838,-1.210709137,2.754875608,0.060518966,48.46448283,0.006408747,-2.325409538,211.4388532,8.492327074,1.665842937,197.1752002,43.94274135,5.57422464,0,39.44749907,3.651925607,10.15817001,2.815394574,209.1134437,14.84582999,8.258711244,3.22348589
14,2,12,50,608254.1799,7.487654131,4.481874589,0.964456678,48.41506849,446.8360966,1.703937873,55.02013831,220.4939363,2816.072402,5465.981145,5449.266895,230.1168097,112.6724015,102.7866427,648.2099959,-1.053213757,9.886674256,1.15068588,92.04672388,0.01126724,-10.47969613,410.835063,18.77812487,8.0563709,232.9273762,73.79354188,14.95673193,0,79.14738005,9.909303057,26.83449577,11.03736014,400.3553669,23.16550423,8.542175185,5.065262439
